entrez-gene-symbol	disease_name
NOD2	Rare genetic inflammatory skin disorders
NSDHL	Rare genetic inflammatory skin disorders
OSMR	Rare genetic inflammatory skin disorders
PSENEN	Rare genetic inflammatory skin disorders
RAG1	Rare genetic inflammatory skin disorders
RAG2	Rare genetic inflammatory skin disorders
SAMHD1	Rare genetic inflammatory skin disorders
SH3PXD2B	Rare genetic inflammatory skin disorders
SLC39A4	Rare genetic inflammatory skin disorders
STAT3	Rare genetic inflammatory skin disorders
TMEM173	Rare genetic inflammatory skin disorders
TREX1	Rare genetic inflammatory skin disorders
AGA	Lysosomal storage disorder
ARSA	Lysosomal storage disorder
ARSB	Lysosomal storage disorder
ASAH1	Lysosomal storage disorder
CLN3	Lysosomal storage disorder
CLN5	Lysosomal storage disorder
CLN6	Lysosomal storage disorder
CLN8	Lysosomal storage disorder
CTNS	Lysosomal storage disorder
CTSA	Lysosomal storage disorder
CTSD	Lysosomal storage disorder
CTSK	Lysosomal storage disorder
DNAJC5	Lysosomal storage disorder
FUCA1	Lysosomal storage disorder
GAA	Lysosomal storage disorder
GALC	Lysosomal storage disorder
GALNS	Lysosomal storage disorder
GBA	Lysosomal storage disorder
GLA	Lysosomal storage disorder
GLB1	Lysosomal storage disorder
GM2A	Lysosomal storage disorder
GNE	Lysosomal storage disorder
GNPTAB	Lysosomal storage disorder
GNPTG	Lysosomal storage disorder
GNS	Lysosomal storage disorder
GUSB	Lysosomal storage disorder
HEXA	Lysosomal storage disorder
HEXB	Lysosomal storage disorder
HGSNAT	Lysosomal storage disorder
HYAL1	Lysosomal storage disorder
IDS	Lysosomal storage disorder
IDUA	Lysosomal storage disorder
LAMP2	Lysosomal storage disorder
LIPA	Lysosomal storage disorder
MAN2B1	Lysosomal storage disorder
MANBA	Lysosomal storage disorder
MCOLN1	Lysosomal storage disorder
MFSD8	Lysosomal storage disorder
NAGA	Lysosomal storage disorder
NAGLU	Lysosomal storage disorder
NEU1	Lysosomal storage disorder
NPC1	Lysosomal storage disorder
NPC2	Lysosomal storage disorder
PPT1	Lysosomal storage disorder
PSAP	Lysosomal storage disorder
SGSH	Lysosomal storage disorder
SLC17A5	Lysosomal storage disorder
SMPD1	Lysosomal storage disorder
SUMF1	Lysosomal storage disorder
TPP1	Lysosomal storage disorder
ADAMTS18	Corneal abnormalities
ALDH18A1	Corneal abnormalities
B3GLCT	Corneal abnormalities
CHRDL1	Corneal abnormalities
CHST6	Corneal abnormalities
COL8A2	Corneal abnormalities
DCN	Corneal abnormalities
GJA1	Corneal abnormalities
GSN	Corneal abnormalities
HMX1	Corneal abnormalities
KERA	Corneal abnormalities
KRT12	Corneal abnormalities
KRT3	Corneal abnormalities
LTBP2	Corneal abnormalities
MAF	Corneal abnormalities
MIR184	Corneal abnormalities
OVOL2	Corneal abnormalities
PIK3R1	Corneal abnormalities
PIKFYVE	Corneal abnormalities
PITX2	Corneal abnormalities
PRDM5	Corneal abnormalities
RAB18	Corneal abnormalities
RAB3GAP1	Corneal abnormalities
RAB3GAP2	Corneal abnormalities
SLC16A12	Corneal abnormalities
SLC4A11	Corneal abnormalities
TACSTD2	Corneal abnormalities
TGFBI	Corneal abnormalities
UBIAD1	Corneal abnormalities
VSX1	Corneal abnormalities
ZEB1	Corneal abnormalities
ZNF469	Corneal abnormalities
CDH3	Ectodermal dysplasia without a known gene mutation
EDA	Ectodermal dysplasia without a known gene mutation
EDAR	Ectodermal dysplasia without a known gene mutation
EDARADD	Ectodermal dysplasia without a known gene mutation
GJB6	Ectodermal dysplasia without a known gene mutation
HOXC13	Ectodermal dysplasia without a known gene mutation
IKBKG	Ectodermal dysplasia without a known gene mutation
KRT14	Ectodermal dysplasia without a known gene mutation
KRT85	Ectodermal dysplasia without a known gene mutation
MSX1	Ectodermal dysplasia without a known gene mutation
NECTIN1	Ectodermal dysplasia without a known gene mutation
NECTIN4	Ectodermal dysplasia without a known gene mutation
NFKB2	Ectodermal dysplasia without a known gene mutation
NFKBIA	Ectodermal dysplasia without a known gene mutation
PKP1	Ectodermal dysplasia without a known gene mutation
PORCN	Ectodermal dysplasia without a known gene mutation
RMRP	Ectodermal dysplasia without a known gene mutation
TP63	Ectodermal dysplasia without a known gene mutation
TSPEAR	Ectodermal dysplasia without a known gene mutation
WNT10A	Ectodermal dysplasia without a known gene mutation
ACAN	Growth failure in early childhood
ANKRD11	Growth failure in early childhood
BLM	Growth failure in early childhood
BRAF	Growth failure in early childhood
BRCA2	Growth failure in early childhood
BRIP1	Growth failure in early childhood
CBL	Growth failure in early childhood
CCDC8	Growth failure in early childhood
CDKN1C	Growth failure in early childhood
CEP57	Growth failure in early childhood
CUL7	Growth failure in early childhood
ERCC4	Growth failure in early childhood
FANCA	Growth failure in early childhood
FANCB	Growth failure in early childhood
FANCC	Growth failure in early childhood
FANCD2	Growth failure in early childhood
FANCE	Growth failure in early childhood
FANCF	Growth failure in early childhood
FANCG	Growth failure in early childhood
FANCI	Growth failure in early childhood
FANCL	Growth failure in early childhood
FGFR3	Growth failure in early childhood
HMGA2	Growth failure in early childhood
HRAS	Growth failure in early childhood
IGF1	Growth failure in early childhood
IGF1R	Growth failure in early childhood
IGF2	Growth failure in early childhood
KRAS	Growth failure in early childhood
LZTR1	Growth failure in early childhood
MAP2K1	Growth failure in early childhood
MAP2K2	Growth failure in early childhood
NBN	Growth failure in early childhood
NRAS	Growth failure in early childhood
OBSL1	Growth failure in early childhood
PALB2	Growth failure in early childhood
PIK3R1	Growth failure in early childhood
PLAG1	Growth failure in early childhood
PPP1CB	Growth failure in early childhood
PTPN11	Growth failure in early childhood
RAF1	Growth failure in early childhood
RIT1	Growth failure in early childhood
SHOC2	Growth failure in early childhood
SLX4	Growth failure in early childhood
SOS1	Growth failure in early childhood
SOS2	Growth failure in early childhood
SRCAP	Growth failure in early childhood
TOP3A	Growth failure in early childhood
TRIM37	Growth failure in early childhood
UBE2T	Growth failure in early childhood
CD40LG	Gastrointestinal epithelial barrier disorders
CTLA4	Gastrointestinal epithelial barrier disorders
CYBA	Gastrointestinal epithelial barrier disorders
CYBB	Gastrointestinal epithelial barrier disorders
DCLRE1C	Gastrointestinal epithelial barrier disorders
DOCK8	Gastrointestinal epithelial barrier disorders
EPCAM	Gastrointestinal epithelial barrier disorders
FOXP3	Gastrointestinal epithelial barrier disorders
GUCY2C	Gastrointestinal epithelial barrier disorders
HPS1	Gastrointestinal epithelial barrier disorders
HPS4	Gastrointestinal epithelial barrier disorders
HPS6	Gastrointestinal epithelial barrier disorders
ICOS	Gastrointestinal epithelial barrier disorders
IL10	Gastrointestinal epithelial barrier disorders
IL10RA	Gastrointestinal epithelial barrier disorders
IL10RB	Gastrointestinal epithelial barrier disorders
IL2RA	Gastrointestinal epithelial barrier disorders
IL2RG	Gastrointestinal epithelial barrier disorders
MEFV	Gastrointestinal epithelial barrier disorders
MVK	Gastrointestinal epithelial barrier disorders
MYO5B	Gastrointestinal epithelial barrier disorders
NCF1	Gastrointestinal epithelial barrier disorders
OTULIN	Gastrointestinal epithelial barrier disorders
RAG1	Gastrointestinal epithelial barrier disorders
RAG2	Gastrointestinal epithelial barrier disorders
RTEL1	Gastrointestinal epithelial barrier disorders
SAMD9	Gastrointestinal epithelial barrier disorders
SH2D1A	Gastrointestinal epithelial barrier disorders
SKIV2L	Gastrointestinal epithelial barrier disorders
SLC37A4	Gastrointestinal epithelial barrier disorders
STAT3	Gastrointestinal epithelial barrier disorders
STXBP2	Gastrointestinal epithelial barrier disorders
TTC37	Gastrointestinal epithelial barrier disorders
TTC7A	Gastrointestinal epithelial barrier disorders
WAS	Gastrointestinal epithelial barrier disorders
XIAP	Gastrointestinal epithelial barrier disorders
ALG1	Congenital disorders of glycosylation
ALG11	Congenital disorders of glycosylation
ALG12	Congenital disorders of glycosylation
ALG3	Congenital disorders of glycosylation
ALG6	Congenital disorders of glycosylation
ALG8	Congenital disorders of glycosylation
ALG9	Congenital disorders of glycosylation
ATP6AP1	Congenital disorders of glycosylation
ATP6V0A2	Congenital disorders of glycosylation
B3GALNT2	Congenital disorders of glycosylation
B3GALT6	Congenital disorders of glycosylation
B3GAT3	Congenital disorders of glycosylation
B3GLCT	Congenital disorders of glycosylation
B4GALT1	Congenital disorders of glycosylation
B4GALT7	Congenital disorders of glycosylation
CCDC115	Congenital disorders of glycosylation
CHST14	Congenital disorders of glycosylation
CHST3	Congenital disorders of glycosylation
CHST6	Congenital disorders of glycosylation
CHSY1	Congenital disorders of glycosylation
COG1	Congenital disorders of glycosylation
COG4	Congenital disorders of glycosylation
COG5	Congenital disorders of glycosylation
COG6	Congenital disorders of glycosylation
COG7	Congenital disorders of glycosylation
COG8	Congenital disorders of glycosylation
DOLK	Congenital disorders of glycosylation
DPAGT1	Congenital disorders of glycosylation
DPM1	Congenital disorders of glycosylation
DPM3	Congenital disorders of glycosylation
EXT1	Congenital disorders of glycosylation
EXT2	Congenital disorders of glycosylation
FKRP	Congenital disorders of glycosylation
FKTN	Congenital disorders of glycosylation
FUT8	Congenital disorders of glycosylation
GALNT2	Congenital disorders of glycosylation
GALNT3	Congenital disorders of glycosylation
GFPT1	Congenital disorders of glycosylation
GMPPB	Congenital disorders of glycosylation
GNE	Congenital disorders of glycosylation
ISPD	Congenital disorders of glycosylation
LARGE1	Congenital disorders of glycosylation
MAN1B1	Congenital disorders of glycosylation
MGAT2	Congenital disorders of glycosylation
MOGS	Congenital disorders of glycosylation
MPDU1	Congenital disorders of glycosylation
MPI	Congenital disorders of glycosylation
NGLY1	Congenital disorders of glycosylation
PGAP2	Congenital disorders of glycosylation
PGAP3	Congenital disorders of glycosylation
PGM1	Congenital disorders of glycosylation
PGM3	Congenital disorders of glycosylation
PIGA	Congenital disorders of glycosylation
PIGL	Congenital disorders of glycosylation
PIGN	Congenital disorders of glycosylation
PIGO	Congenital disorders of glycosylation
PIGT	Congenital disorders of glycosylation
PIGV	Congenital disorders of glycosylation
PMM2	Congenital disorders of glycosylation
POMGNT1	Congenital disorders of glycosylation
POMGNT2	Congenital disorders of glycosylation
POMT1	Congenital disorders of glycosylation
POMT2	Congenital disorders of glycosylation
RFT1	Congenital disorders of glycosylation
SEC23B	Congenital disorders of glycosylation
SLC35A1	Congenital disorders of glycosylation
SLC35C1	Congenital disorders of glycosylation
SLC35D1	Congenital disorders of glycosylation
SLC39A8	Congenital disorders of glycosylation
SRD5A3	Congenital disorders of glycosylation
SSR4	Congenital disorders of glycosylation
ST3GAL5	Congenital disorders of glycosylation
TMEM165	Congenital disorders of glycosylation
TMEM5	Congenital disorders of glycosylation
TUSC3	Congenital disorders of glycosylation
XYLT1	Congenital disorders of glycosylation
XYLT2	Congenital disorders of glycosylation
BRAF	Neurofibromatosis Type 1
BRCA2	Neurofibromatosis Type 1
BRIP1	Neurofibromatosis Type 1
FANCA	Neurofibromatosis Type 1
FANCB	Neurofibromatosis Type 1
FANCC	Neurofibromatosis Type 1
FANCD2	Neurofibromatosis Type 1
FANCE	Neurofibromatosis Type 1
FANCF	Neurofibromatosis Type 1
FANCG	Neurofibromatosis Type 1
FANCI	Neurofibromatosis Type 1
FANCL	Neurofibromatosis Type 1
GNAS	Neurofibromatosis Type 1
KITLG	Neurofibromatosis Type 1
MLH1	Neurofibromatosis Type 1
MSH2	Neurofibromatosis Type 1
MSH6	Neurofibromatosis Type 1
NF1	Neurofibromatosis Type 1
PALB2	Neurofibromatosis Type 1
PMS2	Neurofibromatosis Type 1
PTPN11	Neurofibromatosis Type 1
RAF1	Neurofibromatosis Type 1
SLX4	Neurofibromatosis Type 1
SPRED1	Neurofibromatosis Type 1
ADNP	Autism
ANK2	Autism
ARID1B	Autism
ASH1L	Autism
ASXL3	Autism
CHD2	Autism
CHD8	Autism
CUL3	Autism
DSCAM	Autism
DYRK1A	Autism
GRIN2B	Autism
KATNAL2	Autism
KMT2A	Autism
KMT5B	Autism
MYT1L	Autism
NAA15	Autism
POGZ	Autism
PTEN	Autism
RELN	Autism
SCN2A	Autism
SETD5	Autism
SHANK3	Autism
SYNGAP1	Autism
TBR1	Autism
TRIP12	Autism
AAAS	Hereditary ataxia and cerebellar anomalies - childhood onset
ABCB7	Hereditary ataxia and cerebellar anomalies - childhood onset
ABHD12	Hereditary ataxia and cerebellar anomalies - childhood onset
ADGRG1	Hereditary ataxia and cerebellar anomalies - childhood onset
AFG3L2	Hereditary ataxia and cerebellar anomalies - childhood onset
AHI1	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG1	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG11	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG12	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG3	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG6	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG8	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG9	Hereditary ataxia and cerebellar anomalies - childhood onset
AMPD2	Hereditary ataxia and cerebellar anomalies - childhood onset
ANO10	Hereditary ataxia and cerebellar anomalies - childhood onset
AP1S2	Hereditary ataxia and cerebellar anomalies - childhood onset
APTX	Hereditary ataxia and cerebellar anomalies - childhood onset
ARL13B	Hereditary ataxia and cerebellar anomalies - childhood onset
ARMC9	Hereditary ataxia and cerebellar anomalies - childhood onset
ARSA	Hereditary ataxia and cerebellar anomalies - childhood onset
ATCAY	Hereditary ataxia and cerebellar anomalies - childhood onset
ATM	Hereditary ataxia and cerebellar anomalies - childhood onset
ATN1	Hereditary ataxia and cerebellar anomalies - childhood onset
ATP1A3	Hereditary ataxia and cerebellar anomalies - childhood onset
ATP6AP1	Hereditary ataxia and cerebellar anomalies - childhood onset
ATP6V0A2	Hereditary ataxia and cerebellar anomalies - childhood onset
ATXN1	Hereditary ataxia and cerebellar anomalies - childhood onset
ATXN10	Hereditary ataxia and cerebellar anomalies - childhood onset
ATXN2	Hereditary ataxia and cerebellar anomalies - childhood onset
ATXN3	Hereditary ataxia and cerebellar anomalies - childhood onset
ATXN7	Hereditary ataxia and cerebellar anomalies - childhood onset
B3GALNT2	Hereditary ataxia and cerebellar anomalies - childhood onset
B3GALT6	Hereditary ataxia and cerebellar anomalies - childhood onset
B3GAT3	Hereditary ataxia and cerebellar anomalies - childhood onset
B3GLCT	Hereditary ataxia and cerebellar anomalies - childhood onset
B4GALT1	Hereditary ataxia and cerebellar anomalies - childhood onset
B4GALT7	Hereditary ataxia and cerebellar anomalies - childhood onset
B9D2	Hereditary ataxia and cerebellar anomalies - childhood onset
C2CD3	Hereditary ataxia and cerebellar anomalies - childhood onset
C5orf42	Hereditary ataxia and cerebellar anomalies - childhood onset
CA8	Hereditary ataxia and cerebellar anomalies - childhood onset
CACNA1A	Hereditary ataxia and cerebellar anomalies - childhood onset
CACNA1G	Hereditary ataxia and cerebellar anomalies - childhood onset
CAMTA1	Hereditary ataxia and cerebellar anomalies - childhood onset
CASK	Hereditary ataxia and cerebellar anomalies - childhood onset
CC2D2A	Hereditary ataxia and cerebellar anomalies - childhood onset
CCDC115	Hereditary ataxia and cerebellar anomalies - childhood onset
CENPF	Hereditary ataxia and cerebellar anomalies - childhood onset
CEP104	Hereditary ataxia and cerebellar anomalies - childhood onset
CEP290	Hereditary ataxia and cerebellar anomalies - childhood onset
CEP41	Hereditary ataxia and cerebellar anomalies - childhood onset
CHMP1A	Hereditary ataxia and cerebellar anomalies - childhood onset
CHST14	Hereditary ataxia and cerebellar anomalies - childhood onset
CHST3	Hereditary ataxia and cerebellar anomalies - childhood onset
CHST6	Hereditary ataxia and cerebellar anomalies - childhood onset
CHSY1	Hereditary ataxia and cerebellar anomalies - childhood onset
CLCN2	Hereditary ataxia and cerebellar anomalies - childhood onset
CLN6	Hereditary ataxia and cerebellar anomalies - childhood onset
COG1	Hereditary ataxia and cerebellar anomalies - childhood onset
COG4	Hereditary ataxia and cerebellar anomalies - childhood onset
COG5	Hereditary ataxia and cerebellar anomalies - childhood onset
COG6	Hereditary ataxia and cerebellar anomalies - childhood onset
COG7	Hereditary ataxia and cerebellar anomalies - childhood onset
COG8	Hereditary ataxia and cerebellar anomalies - childhood onset
COQ8A	Hereditary ataxia and cerebellar anomalies - childhood onset
COX20	Hereditary ataxia and cerebellar anomalies - childhood onset
CP	Hereditary ataxia and cerebellar anomalies - childhood onset
CRB2	Hereditary ataxia and cerebellar anomalies - childhood onset
CSPP1	Hereditary ataxia and cerebellar anomalies - childhood onset
CSTB	Hereditary ataxia and cerebellar anomalies - childhood onset
CTBP1	Hereditary ataxia and cerebellar anomalies - childhood onset
CWF19L1	Hereditary ataxia and cerebellar anomalies - childhood onset
CYP27A1	Hereditary ataxia and cerebellar anomalies - childhood onset
CYP2U1	Hereditary ataxia and cerebellar anomalies - childhood onset
DARS2	Hereditary ataxia and cerebellar anomalies - childhood onset
DDHD2	Hereditary ataxia and cerebellar anomalies - childhood onset
DDX59	Hereditary ataxia and cerebellar anomalies - childhood onset
DHCR7	Hereditary ataxia and cerebellar anomalies - childhood onset
DKC1	Hereditary ataxia and cerebellar anomalies - childhood onset
DNAJC19	Hereditary ataxia and cerebellar anomalies - childhood onset
DNAJC5	Hereditary ataxia and cerebellar anomalies - childhood onset
DNMT1	Hereditary ataxia and cerebellar anomalies - childhood onset
DOLK	Hereditary ataxia and cerebellar anomalies - childhood onset
DPAGT1	Hereditary ataxia and cerebellar anomalies - childhood onset
DPM1	Hereditary ataxia and cerebellar anomalies - childhood onset
DPM3	Hereditary ataxia and cerebellar anomalies - childhood onset
EIF2B1	Hereditary ataxia and cerebellar anomalies - childhood onset
EIF2B2	Hereditary ataxia and cerebellar anomalies - childhood onset
EIF2B3	Hereditary ataxia and cerebellar anomalies - childhood onset
EIF2B4	Hereditary ataxia and cerebellar anomalies - childhood onset
EIF2B5	Hereditary ataxia and cerebellar anomalies - childhood onset
ELOVL4	Hereditary ataxia and cerebellar anomalies - childhood onset
EPM2A	Hereditary ataxia and cerebellar anomalies - childhood onset
EVC	Hereditary ataxia and cerebellar anomalies - childhood onset
EVC2	Hereditary ataxia and cerebellar anomalies - childhood onset
EXOSC3	Hereditary ataxia and cerebellar anomalies - childhood onset
EXT1	Hereditary ataxia and cerebellar anomalies - childhood onset
EXT2	Hereditary ataxia and cerebellar anomalies - childhood onset
FGF14	Hereditary ataxia and cerebellar anomalies - childhood onset
FKRP	Hereditary ataxia and cerebellar anomalies - childhood onset
FKTN	Hereditary ataxia and cerebellar anomalies - childhood onset
FLVCR1	Hereditary ataxia and cerebellar anomalies - childhood onset
FMR1	Hereditary ataxia and cerebellar anomalies - childhood onset
FOLR1	Hereditary ataxia and cerebellar anomalies - childhood onset
